Utterance,Intent
Chương trình đào tạo Thạc sĩ nghiên cứu có thời gian thực hiện Luận văn Thạc sĩ là bao nhiêu,policy
Thời gian thực hiện Luận văn Thạc sĩ của Thạc sĩ nghiên cứu chuyên sâu là bao lâu,policy
Chương trình đào tạo Thạc sĩ nghiên cứu chuyên sâu có thời hạn thực hiện Luận văn Thạc sĩ là bao nhiêu,policy
Tôi có thể bảo vệ Luận văn Thạc sĩ trước thời hạn hay không,policy
Bảo vệ Luận văn Thạc sĩ trước thời hạn,policy
Làm gì để được bảo vệ Luận văn sớm hơn,policy
Thời gian thực hiện Đồ án tốt nghiệp Luận văn Thạc sĩ,policy
Có cần phải báo cáo tình hình thực hiện Luận văn,policy
Vì sao phải báo cáo tình hình thực hiện Đồ án tốt nghiệp,policy
Bao lâu thì cần báo cáo tình hình thực hiện Luận văn Thạc sĩ Đồ án tốt nghiệp 1 lần,policy
Không báo cáo tình hình thực hiện Đồ án thì sao,policy
Không báo cáo tình hình thực hiện Luận văn Thạc sĩ có bị gì không,policy
Bộ phận nào cấp thời khóa biểu ,policy
Bộ phận nào quản lí và lưu trữ kết quả học tập  ,policy
Bộ phận nào tổ chức đăng ký môn học ,policy
Ai cấp xác nhận kết quả học tập ,policy
Trách nhiệm của phòng đào tạo sau đại học ,policy
Bộ phận nào tiếp nhận yêu cầu học vụ ,policy
Vai trò của phòng đào tạo sau địa học ,policy
Ai quản lý và lưu trữ kết quả học tập ,policy
Phòng đào tạo sau đại học có nhiệm vụ gì ,policy
Ai cấp bảng điểm ,policy
Tiếp nhận và xử lý học vụ do ai chịu trách nhiệm ,policy
"Bộ phận nào quản lí kết quả học tập 
",policy
Bộ phận nào cấp bảng điểm ,policy
Bộ phận nào lưu trữ kết quả học tập ,policy
Bộ phận nào cấp sao y văn bằng ,policy
Phòng đào tạo sau đại học có vai trò gì ,policy
Ai quản lý kết quả học tập ,policy
Ai cấp sao y văn bằng ,policy
Bộ phận nào tiếp nhận và xử lý yêu cầu học vụ ,policy
Ai lưu trữ kết quả học tập ,policy
Nhiệm vụ của phòng đào tạo sau đại học ,policy
Bộ phận nào cấp xác nhận kết quả học tập ,policy
"Phòng đào tạo sau đại học có trách nhiệm gì 
",policy
Thông tin tổ chức nhập học ,policy
Em muốn tìm hiểu thông tin tổ chức nhập học ,policy
Em muốn biết thông tin tổ chức nhập học ,policy
Em muốn tìm hiểu cụ thể thông tin tổ chức nhập học ,policy
Tôi muốn tìm hiểu thông tin tổ chức nhập học ,policy
Tôi muốn biết thông tin tổ chức nhập học ,policy
Tôi muốn tìm hiểu cụ thể thông tin tổ chức nhập học ,policy
Nội dung tổ chức nhập học ,policy
Quy định tổ chức nhập học ,policy
Bộ phận nào tổ chức nhập học ,policy
Ai tổ chức nhập học ,policy
Bộ phận nào chịu trách nhiệm tổ chức nhập học ,policy
Mình muốn tìm hiểu thông tin tổ chức nhập học ,policy
Mình muốn biết thông tin tổ chức nhập học ,policy
Mình muốn tìm hiểu cụ thể thông tin tổ chức nhập học ,policy
Em muốn tham khảo thông tin tổ chức nhập học ,policy
Tôi muốn tham khảo thông tin tổ chức nhập học ,policy
Mình muốn tham khảo thông tin tổ chức nhập học ,policy
Thí sinh trúng tuyển không đăng ký nhập học sẽ bị gì ,policy
Chuyện gì sẽ xảy ra nếu thí sinh trúng tuyển không đăng ký nhập học ,policy
Khi nào thí sinh không được công nhận là học viên của trường ,policy
Học viên khi nhập học sẽ được cung cấp gì ,policy
Khi nào sinh viên được cấp thời khóa biểu ,policy
Thông tin sau khi sinh viên đăng ký nhập học ,policy
Ai tổ chức nhập học cho thí sinh trúng tuyển khóa mới ,policy
Bộ phận nào tổ chức nhập học cho thí sinh trúng tuyển khóa mới ,policy
Bộ phận nào chịu trách nhiệm tổ chức nhập học cho thí sinh trúng tuyển khóa mới ,policy
Điều kiện để được bảo vệ luận văn thạc sĩ ,policy
Thông tin đăng ký môn học liên thông ,policy
Đăng ký môn học liên thông có thông tin gì ,policy
Có những thông tin gì trong việc đăng ký môn học liên thông ,policy
Quy định đăng ký môn học liên thông ,policy
Có những quy định gì trong việc đăng ký môn học liên thông ,policy
Đăng ký môn học liên thông có quy định gì ,policy
Tôi muốn biết thông tin cụ thể về việc đăng ký môn học liên thông ,policy
Mình muốn tìm hiểu thông tin về việc đăng ký môn học liên thông ,policy
Em muốn tìm hiểu thông tin về việc đăng ký môn học liên thông ,policy
Tôi muốn tìm hiểu thông tin về việc đăng ký môn học liên thông ,policy
Em muốn biết thông tin cụ thể về việc đăng ký môn học liên thông ,policy
Mình muốn biết thông tin cụ thể về việc đăng ký môn học liên thông ,policy
Tôi muốn biết thêm thông tin về việc đăng ký môn học liên thông ,policy
Em muốn biết thêm thông tin về việc đăng ký môn học liên thông ,policy
Mình muốn biết thêm thông tin về việc đăng ký môn học liên thông ,policy
Tôi muốn tham khảo thông tin về việc đăng ký môn học liên thông ,policy
Em muốn tham khảo thông tin về việc đăng ký môn học liên thông ,policy
Mình muốn tham khảo thông tin về việc đăng ký môn học liên thông ,policy
Tôi muốn biết cụ thể quy định về việc đăng ký môn học liên thông ,policy
Em muốn biết cụ thể quy định về việc đăng ký môn học liên thông ,policy
Mình muốn biết cụ thể quy định về việc đăng ký môn học liên thông ,policy
Để được đăng ký môn học liên thông học viên cần có sự đồng ý của ai ,policy
Để được đăng ký môn học liên thông học viên cần có sự đồng ý của bộ phận nào ,policy
Đăng ký môn học liên thông cần sự đồng ý của ai ,policy
Đăng ký môn học liên thông cần sự đồng ý của bộ phận nào ,policy
Em muốn tìm hiểu thông tin cụ thể về chứng chỉ bồi dưỡng sau đại học ,policy
Mình muốn tìm hiểu thông tin cụ thể về chứng chỉ bồi dưỡng sau đại học ,policy
Tôi muốn biết thêm thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Em muốn biết thêm thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Mình muốn biết thêm thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Tôi muốn tham khảo thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Em muốn tham khảo thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Mình muốn tham khảo thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Bồi dưỡng sau đại học là gì ,policy
Bồi dưỡng sau đại học dành cho ai ,policy
Chứng chỉ bồi dưỡng sau đại học dành cho đối tượng nào ,policy
Bồi dưỡng sau đại học được tổ chức giảng dạy ở đâu ,policy
Thời hạn hiệu lực của chứng chỉ bồi dưỡng sau đại học ,policy
Chứng chỉ bồi dưỡng sau đại học có thời hạn hiệu lực là bao lâu ,policy
Thời gian hiệu lực của chứng chỉ bồi dưỡng sau đại học là bao lâu ,policy
Thông tin chứng chỉ bồi dưỡng sau đại học ,policy
Quy định về chứng chỉ bồi dưỡng sau đại học ,policy
Các thông tin liên quan về chứng chỉ bồi dưỡng sau đại học ,policy
Thông tin cụ thể về chứng chỉ bồi dưỡng sau đại học ,policy
Chứng chỉ bồi dưỡng sau đại học có những quy định gì ,policy
Chứng chỉ bồi dưỡng sau đại học có những thông tin gì ,policy
Tôi muốn tìm hiểu thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Em muốn tìm hiểu thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Mình muốn tìm hiểu thông tin về chứng chỉ bồi dưỡng sau đại học ,policy
Tôi muốn tìm hiểu thông tin cụ thể về chứng chỉ bồi dưỡng sau đại học ,policy
Quy định về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Thông tin về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Đăng ký môn học ở trình độ thạc sĩ có những thông tin gì ,policy
Đăng ký môn học ở trình độ thạc sĩ có những quy định nào  ,policy
Đăng ký môn học ở trình độ thạc sĩ có những quy định gì  ,policy
Thông tin cụ thể về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Thông tin chi tiết về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Quy định cụ thể về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Tôi muốn tìm hiểu thông tin cụ thể về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Em muốn tìm hiểu thông tin cụ thể về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Mình muốn tìm hiểu thông tin cụ thể về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Tôi muốn biết thêm thông tin về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Em muốn biết thêm thông tin về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Mình muốn biết thêm thông tin về việc đăng ký môn học ở trình độ thạc sĩ ,policy
Tôi muốn biết cụ thể về quy định đăng ký môn học ở trình độ thạc sĩ ,policy
Em muốn biết cụ thể về quy định đăng ký môn học ở trình độ thạc sĩ ,policy
Mình muốn biết cụ thể về quy định đăng ký môn học ở trình độ thạc sĩ ,policy
Tôi muốn tham khảo thông tin về quy định đăng ký môn học ở trình độ thạc sĩ ,policy
Em muốn tham khảo thông tin về quy định đăng ký môn học ở trình độ thạc sĩ ,policy
Mình muốn tham khảo thông tin về quy định đăng ký môn học ở trình độ thạc sĩ ,policy
Điều kiện đăng ký môn học ở trình độ thạc sĩ ,policy
Những nguyên tắc và quy định chung cần phải tuân thủ khi đăng ký môn học ,policy
Những nguyên tắc cần phải tuân thủ khi đăng ký môn học ,policy
Những quy định chung cần phải tuân thủ khi đăng ký môn học ,policy
Quy định về tổ chức và quản lí đào tạo trình độ Thạc sĩ ,policy
"Tổ chức và quản lí đào tạo trình độ Thạc sĩ có những quy định gì 
",policy
Trách nhiệm của Phòng đào tạo sau đại học ,policy
Vai trò của Phòng đào tạo sau đại học ,policy
Phòng đào tạo sau đại học có trách nhiệm gì ,policy
Phòng đào tạo sau đại học có vai trò gì ,policy
Vai trò Phòng đào tạo sau đại học trong công tác tuyển sinh ,policy
Phòng đào tạo sau đại học có vai trò gì trong công tác tuyển sinh ,policy
Trách nhiệm Phòng đào tạo sau đại học trong công tác tuyển sinh ,policy
Phòng đào tạo sau đại học có trách nhiệm gì trong công tác tuyển sinh ,policy
Nhiệm vụ của Phòng Đào tạo Sau đại học,policy
Phòng Đào tạo Sau đại họ có nhiệm vụ gì ,policy
Phòng Đào tạo sau Đại học có vai trò,policy
Phòng Đào tạo Sau đại học có trách nhiệm,policy
Phòng Đào tạo Sau đại học có nhiệm vụ,policy
Trình Hiệu trưởng ra quyết định công nhận học viên ,policy
Trình Hiệu trưởng ra đề tài nghiên cứu,policy
Trình Hiệu trưởng ra quyết định ngành đào tạo,policy
Trình Hiệu trưởng ra quyết định cán bộ hướng dẫn,policy
Trình Hiệu trưởng ra quyết định hình thức và thời gian đào tạo của học viên,policy
Xây dựng cơ sở dữ liệu về cán bộ giảng dạy sau đại học,policy
Xây dựng cơ sở dữ liệu về đội ngũ đào tạo sau đạo học ,policy
Nhiệm vụ của Phòng Đào tạo sau đại học trong công tác tổ chức,policy
Phòng Đào tạo sau đại học trong công tác tổ chức có nhiệm vụ gì ,policy
Vai trò của Phòng Đào tạo sau đại học trong công tác tổ chức,policy
Phòng Đào tạo sau đại học trong công tác tổ chức có vai trò gì ,policy
"Trách nhiệm của Phòng Đào tạo sau đại học trong công tác tổ chức
",policy
Phòng Đào tạo sau đại học trong công tác tổ chức có trách nhiệm gì ,policy
Chương trình đào tạo mặc định của học viên sau khi trúng tuyển ,policy
Quy định về tổ chức quản lý đào tạo trình độ Thạc sĩ ,policy
Trách nhiệm tổ chức đào tạo trình độ sau đại học như thế nào ,policy
Ai có trách nhiệm quản lí đào tạo trình độ sau đại học ,policy
Bộ phận nào phụ trách tổ chức và quản lý đào tạo trình độ Thạc sĩ ,policy
Trách nhiệm của Hội đồng ngành ,policy
Trách nhiệm của Khoa và Hội đồng ngành ,policy
Tổ chức và quản lý đào tạo trình độ Thạc sĩ có nhưng quy định gì,policy
Hỗ trợ công bố nghiên cứu ,policy
Hỗ trợ gửi công bố nghiên cứu trong nước,policy
Hỗ trợ gửi công bố nghiên cứu ngoài nước,policy
Điều chỉnh Luận văn Thạc sĩ ,policy
Điều chỉnh các vấn đề liên quan đến Luận văn Thạc sĩ,policy
Trách nhiệm của Khoa ,policy
Tôi muốn tìm hiểu Trách nhiệm của Khoa và Hội đồng ngành trong TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Tôi muốn biết thêm thông tin về Trách nhiệm của Khoa và Hội đồng ngành trong TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Trách nhiệm của Khoa và Hội đồng ngành trong TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Khoa và Hội đồng ngành có trách nhiệm gì trong TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Trong công tác TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ Khoa và Hội đồng ngành có trách nhiệm như thế nào ,policy
Trách nhiệm quản lí của Khoa trong công tác TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Tôi muốn biết thêm thông tin về Trách nhiệm quản lí của Khoa trong công tác TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Tôi muốn tìm hiểu Trách nhiệm quản lí của Khoa trong công tác TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Trong công tác TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ Khoa có trách nhiệm quản lí như thế nào ,policy
Cụ thể những trách nhiệm quản lí của Khoa trong công tác TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Cụ thể công việc của Khoa và Hội đồng ngành trong công tác TỔ CHỨC VÀ QUẢN LÝ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Công tác tổ chức và quản lí đào tạo của Khoa và Hội đồng ngành ở Trình độ thạc sĩ ,policy
Tôi muốn tìm hiểu thông tin về công tác tổ chức và quản lí đào tạo của Khoa và Hội đồng ngành ở Trình độ thạc sĩ ,policy
Tôi muốn biết cụ thể về công tác tổ chức và quản lí đào tạo của Khoa và Hội đồng ngành ở Trình độ thạc sĩ ,policy
Khoa phụ trách những công tác gì trong trong công tác TỔ CHỨC VÀ ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ ,policy
Điều kiện để trở thành giảng viên hướng dẫn luận văn thạc sĩ ,policy
Luận văn thạc sĩ được hướng dẫn bởi giảng viên như thế nào ,policy
Điều kiện để trở thành giảng viên đồng hướng dẫn luận văn thạc sĩ ,policy
Trình độ của giảng viên hướng dẫn luận văn thạc sĩ là gì ,policy
Trình độ của giảng viên đồng hướng dẫn luận văn thạc sĩ là gì ,policy
Giảng viên hướng dẫn luận văn thạc sĩ cần có nghiên cứu khoa học trong vòng bao nhiêu năm ,policy
Giảng viên có nghiên cứu khoa học trong vòng bao nhiêu năm thì được hướng dẫn luận văn thạc sĩ ,policy
Ngoài kiến thức chuyên môn thì giảng viên hướng dẫn luận văn thạc sĩ cần trau dồi những kĩ năng nào ,policy
Làm thế nào để trở thành giảng viên hướng dẫn luận văn thạc sĩ ,policy
Trình độ chuyên môn cần có của giảng viên hướng dẫn luận văn thạc sĩ là gì ,policy
Giảng viên cần những trình độ chuyên môn như thế nào để hướng dẫn luận văn thạc sĩ ,policy
Tiêu chuẩn của giảng viên hướng dẫn luận văn thạc sĩ là gì ,policy
Giảng viên hướng dẫn luận văn thạc sĩ cần các tiêu chuẩn nào ,policy
Để hướng dẫn luận văn thạc sĩ thì giảng viên cần đạt những tiêu chuẩn gì ,policy
Tiêu chuẩn cần có để tham gia hướng dẫn luận văn thạc sĩ là gì ,policy
Để tham gia hướng dẫn luận văn thạc sĩ thì cần những tiêu chuẩn nào ,policy
Điều kiện để tham gia hướng dẫn luận văn thạc sĩ là gì ,policy
Để tham gia hướng dẫn luận văn thạc sĩ thì giảng viên cần trau dồi kĩ năng gì ,policy
Để tham gia hướng dẫn luận văn thạc sĩ thì giảng viên cần có trình độ chuyên môn như thế nào ,policy
Học viên muốn biết nội dung quy định tổ chức và quản lý đào tạo ngành liên quan của đào tạo thạc sĩ thì xem ở đâu ,policy
Học viên có thể xem thông báo học vụ ở đâu ,policy
Thông báo học vụ được đăng tải ở đâu ,policy
Cách để xem những thông báo học vụ là gì ,policy
Học viên xây dựng để cương Luận văn thạc sĩ thì báo cáo với ai ,policy
Học viên báo cáo kế hoạch thực hiện Luận văn thạc sĩ cho ai ,policy
Học viên tham gia vào các hoạt động chuyên môn do ai phân công ,policy
Các hoạt động chuyên môn mà học viên phải tham gia là gì ,policy
Học viên cần phải tham gia vào các hoạt động chuyên môn nào ,policy
Ai là người phân công các hoạt động chuyên môn cho học viên ,policy
Làm thế nào để học viên theo dõi các thông báo học vụ ,policy
Học viên có thể liên hệ với đơn vị nào để biết quy định tổ chức và quản lý đào tạo ngành liên quan ,policy
Học viên có thể liên hệ với đơn vị nào để được hướng dẫn về quy định tổ chức và quản lý đào tạo ngành liên quan ,policy
Làm thế nào để xem quy định tổ chức và quản lý đào tạo ngành liên quan ,policy
Những cơ sở vật chất học viên được quyền sử dụng trong quá trình đào tạo là gì ,policy
Quyền của học viên là gì ,policy
Học viên có những quyền gì ,policy
Quyền lợi khi làm học viên là gì ,policy
Quyền lợi của học viên là gì ,policy
Học viên có những quyền lợi gì ,policy
Học viên xem kết quả quá trình học tập ở đâu ,policy
Thông tin về quá trình học tập của học viên xem ở đâu ,policy
Học viên xem thông tin quá trình đào tạo ở đâu ,policy
Học viên được sử dụng những cơ sở vật chất nào ,policy
Học viên có quyền sử dụng những cơ sở vật chất nào ,policy
Những cơ sở vật chất mà học viên có quyền sử dụng là gì ,policy
Học viên được phép sử dụng những cơ sở vật chất nào ,policy
Học viên được cho phép sử dụng những cơ sở vật chất nào ,policy
Học viên được quyền sử dụng những cơ sở vật chất nào ,policy
Trong quá trình đào tạo học viên được sử dụng những cơ sở vật chất nào ,policy
Trong quá trình đào tạo thì học viên có quyền sử dụng cơ sở vật chất nào ,policy
Trong quá trình đào tạo thì học viên được quyền sử dụng cơ sở vật chất nào ,policy
Những cơ sở vật chất học viên có thể sử dụng trong quá trình đào tạo là gì ,policy
Học viên trong quá trình thực hiện luận văn thạc sĩ thì do đơn vị nào quản lý ,policy
Học viên trong quá trình thực hiện đồ án tốt nghiệp thì do đơn vị nào quản lý ,policy
Những cơ sở để xử lý học vụ cấp khoa là gì ,policy
Trách nhiệm của bộ môn đào tạo là gì ,policy
Bộ môn đào tạo có trách nhiệm gì ,policy
Bộ môn đào tạo phụ trách những việc gì ,policy
Những việc bộ môn đào tạo phải phụ trách là gì ,policy
Công việc của bộ môn đào tạo là gì ,policy
Bộ môn đào tạo có những công việc gì ,policy
Đơn vị nào chịu trách nhiệm tiếp nhận và quản lý học viên ,policy
Bộ phận nào chịu trách nhiệm tiếp nhận và quản lý học viên ,policy
Việc tiếp nhận và quản lý học viên do bộ phận nào chịu trách nhiệm ,policy
Việc tiếp nhận và quản lý học viên do đơn vị nào chịu trách nhiệm ,policy
Đơn vị nào có trách nhiệm giao nhiệm vụ cho học viên ,policy
Nhiệm vụ cho học viên được đơn vị nào giao ,policy
Đơn vị nào có trách nhiệm đánh giá định kỳ quá trình thực hiện Luận văn Thạc sĩ ,policy
Đơn vị nào có trách nhiệm đánh giá định kỳ quá trình thực hiện Đồ án tốt nghiệp ,policy
Cơ sở để xử lý học vụ là gì ,policy
Đơn vị nào có trách nhiệm phân công giảng viên ,policy
Giảng viên do đơn vị nào phân công ,policy
Việc phân công giảng viên do đơn vị nào thực hiện ,policy
Việc phân công giảng viên do đơn vị nào đảm nhiệm ,policy
Việc phân công giảng viên do đơn vị nào chịu trách nhiệm ,policy
Đơn vị nào quản lý học viên trong quá trình thực hiện luận văn thạc sĩ ,policy
Đơn vị nào quản lý học viên trong quá trình thực hiện đồ án tốt nghiệp ,policy
Giảng viên đào tạo trình độ thạc sĩ  ,policy
"Giảng viên đào tạo thạc sĩ có nhiệm vụ gì 
",policy
Người hướng dẫn làm Luận văn thạc sĩ là ai ,policy
Ai là người hướng dẫn làm Luận văn thạc sĩ ,policy
Việc thực tập trong đào tạo trình độ thạc sĩ do ai phụ trách ,policy
Ai là người hướng dẫn thực hành trong đào tạo thạc sĩ ,policy
Người hướng dẫn thực hành trong đào tạo thạc sĩ là ai ,policy
Việc thực hành trong đào tạo thạc sĩ do ai phụ trách ,policy
"Tiêu chuẩn của giảng viên tham gia đào tạo thạc sĩ là gì 
",policy
Các bằng cấp của giảng viên tham gia đào tạo thạc sĩ cần có là gì ,policy
Giảng viên tham gia đào tạo thạc sĩ cần có bằng cấp nào ,policy
"Giảng viên tham gia đào tạo thạc sĩ cần có chức danh nào 
",policy
Cần có những bằng cấp nào để giảng viên có thể tham gia đào tạo thạc sĩ ,policy
Giảng viên có những chức danh nào thì có thể tham gia đào tạo thạc sĩ ,policy
Luận văn thạc sĩ do ai hướng dẫn ,policy
Đồ án tốt nghiệp cho trình độ thạc sĩ do ai hướng dẫn ,policy
Để tham gia đào tạo thạc sĩ thì giảng viên cần có những bằng cấp gì ,policy
Để tham gia đào tạo thạc sĩ thì giảng viên cần có những chức danh nào ,policy
Việc phân công giảng dạy xem ở đâu ,policy
Đề cương môn học là gì ,policy
Cơ sở để được phân công giảng dạy là gì,policy
Điều kiện để được phân công giảng dạy một môn học xem ở đâu ,policy
Đơn vị nào phê duyệt đề cương môn học ,policy
Đề cương môn học được đơn vị nào phê duyệt ,policy
Nếu muốn thay đổi đề cương môn học thì phải làm sao ,policy
Đơn vị nào có quyền phê duyệt thay đổi đề cương môn học ,policy
Muốn thay đổi đề cương môn học thì phải thông qua đơn vị nào ,policy
Đề cương chi tiết môn học được phổ biến vào lúc nào ,policy
Khi nào đề cương chi tiết môn học được phổ biến ,policy
Xem quy định đánh giá của một môn học ở đâu ,policy
Khi nào giảng viên sẽ phổ biến đề cương môn học chi tiết của một môn học ,policy
Giảng viên sẽ làm gì vào ngày đầu tiên nhận lớp ,policy
"Đề cương môn học được ai phê duyệt 
",policy
Muốn thay đổi đề cương môn học phải thông qua ai ,policy
Ngày đầu tiên của môn học sẽ phổ biến những gì ,policy
Khi nào lịch trình giảng dạy của môn học được phổ biến ,policy
Cách xem đề cương môn học chi tiết của một môn học ,policy
Làm sao để xem lịch trình giảng dạy của môn học ,policy
Ngày đầu tiên nhận lớp của một môn học thì làm gì ,policy
Làm sao để xem quy định đánh giá của một môn học ,policy
Giảng viên tham gia đào tạo nghiên cứu chuyên sâu cần có bao nhiêu ứng dụng khoa học đã đăng ký và được bảo hộ quyền sở hữu trí tuệ ,policy
"Điều kiện để trở thành giảng viên tham gia đào tạo nghiên cứu chuyên sâu là gì 
",policy
Trong vòng mấy năm tính đến thời điểm nhận hướng dẫn Luận văn thạc sĩ thì giảng viên phải có bài báo khoa học ,policy
Giảng viên tham gia đào tạo nghiên cứu chuyên sâu cần có bao nhiêu công nghệ đã đăng ký và được bảo hộ quyền sở hữu trí tuệ ,policy
Giảng viên tham gia đào tạo nghiên cứu chuyên sâu cần có bao nhiêu bài công bố đăng trên kỷ yếu hội thảo quốc tế xuất bản có chỉ số ISBN ,policy
Giảng viên tham gia đào tạo nghiên cứu chuyên sâu cần có bao nhiêu kết quả nghiên cứu đã đăng ký và được bảo hộ quyền sở hữu trí tuệ ,policy
Giảng viên tham gia đào tạo nghiên cứu chuyên sâu cần bao nhiêu tạp chí khoa học nước ngoài có phản biện thuộc lĩnh vực liên quan ,policy
Giảng viên tham gia đào tạo nghiên cứu chuyên sâu càn bao nhiêu công trình chuyên khảo xuất bản phù hợp với hướng nghiên cứu đề tài của học viên ,policy
Nhiệm vụ của giảng viên tham gia đào tạo thạc sĩ là gì ,policy
Giảng viên tham gia đào tạo thạc sĩ có nhiệm vụ gì ,policy
Giảng viên tham gia đào tạo thạc sĩ phải làm gi ,policy
Những công việc mà giảng viên tham gia đào tạo thạc sĩ phải làm là gì ,policy
Trách nhiệm của giảng viên tham gia đào tạo thạc sĩ là gì ,policy
Quyền lợi của giảng viên tham gia đào tạo thạc sĩ là gì ,policy
Khi tham gia giảng dạy đào tạo thạc sĩ thì giảng viên được hưởng quyền lợi gì ,policy
Những công việc mà giảng viên tham gia đào tạo thạc sĩ phải thực hiện là gì ,policy
"Quyền của giảng viên tham gia đào tạo thạc sĩ là gì 
",policy
Khi trở thành giảng viên đào tạo thạc sĩ thì được những quyền lợi gì ,policy
Giảng viên có chức danh giáo sư thì được hướng dẫn luận văn cho mấy học viên ,policy
Giảng viên có chức danh phó giáo sư thì được hướng dẫn luận văn cho mấy học viên ,policy
Giảng viên có chức danh tiến sĩ khoa học thì được hướng dẫn luận văn cho mấy học viên ,policy
Giảng viên có học vị tiến sĩ thì được hướng dẫn luận văn cho mấy học viên ,policy
Giảng viên có chức danh giáo sư thì được hướng dẫn đồ án cho mấy học viên ,policy
Giảng viên có chức danh phó giáo sư thì được hướng dẫn đồ án cho mấy học viên ,policy
Giảng viên có chức danh tiến sĩ khoa học thì được hướng dẫn đồ án cho mấy học viên ,policy
Giảng viên có học vị tiến sĩ thì được hướng dẫn đồ án cho mấy học viên ,policy
Số lượng học viên tối đa mà mỗi giảng viên có thể hướng dẫn luận văn trong cùng thời gian là bao nhiêu ,policy
Số lượng học viên tối đa mà mỗi giảng viên có thể hướng dẫn đồ án trong cùng thời gian là bao nhiêu ,policy
"Khi tham gia đào tạo thạc sĩ thì giảng viên được gì 
",policy
"Giảng viên tham gia đào tạo thạc sĩ phải có trách nhiệm gì 
",policy
Giảng viên tham gia đào tạo thạc sĩ phải làm những công việc gì ,policy
Khi tham gia đào tạo thạc gì thì giảng viên phải có những trách nhiệm nào ,policy
Khi tham gia đào tạo thạc sĩ thì giảng viên có những nhiệm vụ nào ,policy
Thời điểm đóng học phí là khi nào,policy
Học phí cần được đóng khi nào,policy
Học viên cần đóng học phí khi nào,policy
Học phí cần được thanh toán khi nào,policy
Học viên cần phải thanh toán học phí khi nào,policy
"Quy định về việc xem xét giảm học phí
",policy
Việc xét miễn giảm học phí được thực hiện như thế nào,policy
Các trường hợp được xem xét miễn giảm học phí,policy
Quy định và các trường hợp được xem xét miễn giảm học phí,policy
Học phí,policy
Quy định về học phí,policy
Thông tin về học phí,policy
Học viên cần lưu ý gì về học phí,policy
Những thông tin quan trọng về học phí,policy
Đóng học phí,policy
Học viên cần lưu ý gì về việc đóng học phí,policy
Thời điểm đóng học phí mà học viên cần lưu ý,policy
Những trường hợp đặc biệt về việc đóng học phí,policy
Vài lưu ý về học phí,policy
Những thông tin về việc đóng học phí,policy
Đóng học phí,policy
Xét giảm miễn học phí,policy
Miễn giảm học phí,policy
Các trường hợp được miễn giảm học phí,policy
Song ngành là gì,policy
Chương trình song ngành là gì,policy
Chương trình đào tạo ngành thứ hai là gì,policy
"Đào tạo ngành thứ hai là gì
",policy
Chương trình đào tạo thứ hai có tổng là mấy tín chỉ,policy
Điều kiện đăng kí học song ngành,policy
Điều kiện để học song ngành,policy
Điều kiện để đăng kí học song ngành,policy
"Thông tin về số tín chỉ ngành thứ hai
",policy
"Điều kiện để học viên đăng kí học song ngành
",policy
Điều kiện để học viên học song ngành,policy
Số tín chỉ ngành đào tạo thứ hai,policy
Chương trình đào tạo ngành thứ hai là gì,policy
Thông tin về song ngành,policy
Chương trình song ngành là gì,policy
Chương trình song ngành,policy
